DATE,SECS,PDS1,DCL,DCI,PDADC,CPTP,CPTF,CPTD,VBC,VFALIM,VFA,XFA,TPCB,VTEMP,CTEMP,VHTR,CHTR,RFL,PDSU,TEMPCO,VQPA,VQP,FAIL
08.18:05:01,1160,0.0,0.9878,0.0,33036,14076,10081,3995,1.2878,0.0,35297,33444,34.188,98.23299999999999,83.06,46451,40177,27972,503,0,0,17870,0.0
08.18:05:11,1170,0.0,0.9885,0.0,30037,14068,10104,3964,1.2878,0.0,35319,33432,34.156,98.236,83.06,46456,40168,27992,488,0,0,17870,0.0
08.18:05:21,1180,0.0,0.9885,0.0,30529,14089,10105,3984,1.2878,0.0,35279,33426,34.156,98.236,83.06,46456,40176,27909,496,0,0,17870,0.0
08.18:05:31,1190,0.0,0.9878,0.0,30683,14080,10102,3978,1.2878,0.0,35319,33452,34.156,98.234,83.06,46448,40175,28002,506,0,0,17870,0.0
08.18:05:41,1200,0.0,0.9885,0.0,33116,14082,10093,3989,1.2878,0.0,35305,33435,34.156,98.23299999999999,83.06,46448,40175,27995,491,0,0,17870,0.0
08.18:05:51,1210,0.0,0.9878,0.0,33873,14091,10109,3982,1.2878,0.0,35276,33436,34.156,98.23700000000001,83.06,46450,40167,27934,481,0,0,17870,0.0
08.18:06:01,1220,0.0,0.9878,0.0,30570,14078,10098,3980,1.2878,0.0,35307,33455,34.156,98.234,83.06,46450,40174,27997,507,0,0,17870,0.0
08.18:06:11,1230,0.0,0.9878,0.0,33056,14092,10095,3997,1.2878,0.0,35306,33423,34.156,98.234,83.06,46447,40166,27982,507,0,0,17870,0.0
08.18:06:21,1240,0.0,0.9885,0.0,33077,14083,10097,3986,1.2878,0.0,35328,33387,34.188,98.23299999999999,83.06,46454,40157,28059,498,0,0,17870,0.0
08.18:06:31,1250,0.0,0.9878,0.0,30084,14086,10098,3988,1.2878,0.0,35289,33444,34.156,98.23700000000001,83.06,46447,40173,27951,488,0,0,17870,0.0
